Title,URL
"Donald TrumpEx-president asks appeals court to throw out election subversion charges",https://www.theguardian.com/us-news/2023/dec/24/trump-appeals-court-2020-election-subversion
"‘A bit strange’Hiking group in Germany reported to police as illegal migrants",https://www.theguardian.com/world/2023/dec/24/german-hiking-group-reported-police-illegal-migrants
"GuyanaBritain to send patrol ship amid Venezuela border dispute",https://www.theguardian.com/world/2023/dec/24/britain-to-send-patrol-ship-to-guyana-amid-venezuela-border-dispute
"‘No Xmas as usual’Pro-Palestinian protesters demonstrate in US cities ",https://www.theguardian.com/world/2023/dec/24/pro-palestinian-marches-us-cities-christmas
"New York Governor vetoes bill to make conviction challenges easier",https://www.theguardian.com/us-news/2023/dec/24/new-york-governor-convictions-bill-veto-criminal-justice
"Chris Parr obituaryTV producer who took every opportunity to champion new, challenging work dies aged 805h ago",https://www.theguardian.com/tv-and-radio/2023/dec/25/chris-parr-obituary
"GamesSimon Parkin’s five best of 20238h ago……",https://www.theguardian.com/games/2023/dec/25/simon-parkin-five-best-games-of-2023
"‘Let’s have a Sunderland Barbie’Leo Pearlman on his plan to build a new Hollywood on Wearside8h ago",https://www.theguardian.com/tv-and-radio/2023/dec/25/leo-pearlman-new-hollywood-sunderland-fulwell-73-film-television-studios
"2023’s wildest TV momentsSex noises on Match of the Day to Brian Cox’s X-rated speech11h ago",https://www.theguardian.com/tv-and-radio/2023/dec/25/top-tv-moments-of-2023
"DanceSarah Crompton’s five best shows of 20236h ago……",https://www.theguardian.com/stage/2023/dec/25/sarah-crompton-five-best-dance-shows-of-2023
"MusicThe 10 best contemporary albums of 20237h ago……",https://www.theguardian.com/music/2023/dec/25/the-10-best-contemporary-albums-of-2023
"PuzzleCan you spot the 24 things that were a thing in 2023 in this Stephen Collins Christmas cartoon?Ready, get set, start looking. Answers below (no cheating now!)7h ago",https://www.theguardian.com/lifeandstyle/2023/dec/25/spot-24-things-that-were-a-thing-in-2023-stephen-collins-christmas-cartoon
"A Christmas that changed meI was late for lunch – and learned an important lesson",https://www.theguardian.com/lifeandstyle/2023/dec/25/a-christmas-that-changed-me-i-was-late-for-lunch-and-learned-an-important-lesson
"The beauty Q&AIs there a way to wear false lashes without them being too obvious?",https://www.theguardian.com/lifeandstyle/2023/dec/25/is-there-a-way-to-wear-false-lashes-without-them-being-too-obvious
"Can yule solve it?We need to talk about 2024……",https://www.theguardian.com/science/2023/dec/25/can-yule-solve-it-we-need-to-talk-about-2024
"Prepare, repair or ‘let them yell it out’How to defuse an argument",https://www.theguardian.com/lifeandstyle/2023/dec/25/how-to-defuse-an-argument-christmas-family-advice
"Jay Rayner on restaurantsCafé Kitty, London: ‘Right in the heart of things’……",https://www.theguardian.com/food/2023/dec/24/cafe-kitty-london-right-in-the-heart-of-things
"TransportTell us: have your Christmas plans been affected by travel disruption in the UK?",https://www.theguardian.com/uk-news/2023/dec/20/tell-us-have-your-christmas-plans-been-affected-by-travel-disruption-in-the-uk
"MusicTell us: who do you want new music from in 2024? ",https://www.theguardian.com/music/2023/dec/22/tell-us-who-do-you-want-new-music-from-in-2024
"SmartphonesParents: are you happy with your child’s screen time?",https://www.theguardian.com/technology/2023/nov/30/parents-are-you-happy-with-your-childs-screen-time
"HomelessnessTell us: will you be spending Christmas in homeless temporary accommodation?",https://www.theguardian.com/society/2023/dec/20/tell-us-will-you-be-spending-christmas-in-homeless-temporary-accommodation
"AnalysisA split among Democrats may threaten ‘the Squad’ - and help Trump - in 2024Centrists are taking on progressives in upcoming House races, as some say they’re losing sight of the big picture5h ago",https://www.theguardian.com/us-news/2023/dec/25/democrats-house-centrists-progressives-republicans
"USUndeterred by racist incident, a Black Santa brings cheer to Arkansas9h ago",https://www.theguardian.com/lifeandstyle/2023/dec/25/black-santa-arkansas-chris-kennedy
"‘We’re tired of being good girls’Russia’s military wives and mothers protest against Putin",https://www.theguardian.com/world/2023/dec/25/russia-military-wives-mothers-protest-against-putin-war-ukraine-troops-female
"Monotreme dreamsThe plan to reintroduce platypuses into Adelaide’s once ‘noxious’ river ",https://www.theguardian.com/environment/2023/dec/24/monotreme-dreams-the-plan-to-reintroduce-platypuses-into-adelaides-once-noxious-river
"‘You better pray’US Christian nationalist groups mobilise before 2024 elections",https://www.theguardian.com/world/2023/dec/24/christian-nationalist-patriot-groups-2024-presidential-election
"Gao Yaojie, 1927-2023Aids activist who uncovered China’s blood contamination scandal",https://www.theguardian.com/world/2023/dec/24/gao-yaojie-obituary
"‘Wearying and depressing’Ill young people tell why work is not an option",https://www.theguardian.com/society/2023/dec/24/wearying-and-depressing-ill-young-people-tell-why-work-is-not-an-option
"AnalysisHeathrow boss will need to be light on his feet as fresh investors eye returns",https://www.theguardian.com/business/2023/dec/24/heathrow-boss-will-need-to-be-light-on-his-feet-as-fresh-investors-eye-returns
"‘If Jesus was born today, he’d be born under the rubble’Bethlehem set for forlorn Christmas",https://www.theguardian.com/world/2023/dec/24/bethlehem-forlorn-christmas-manger-square
"‘Britain gave me safety, now as a doctor I can give back’The charity helping refugees requalify to practise in the UK",https://www.theguardian.com/society/2023/dec/24/britain-gave-me-safety-now-as-a-doctor-i-can-give-back-the-charity-helping-refugees-requalify-to-practise-in-the-uk
"Fashion StatementSign up to receive all the latest style stories",https://www.theguardian.com/global/2022/sep/20/sign-up-for-the-fashion-statement-newsletter-our-free-fashion-email
"Guardian DocumentariesSign up for our free short film email",https://www.theguardian.com/info/2016/sep/02/sign-up-for-the-guardian-documentaries-update
"Guardian Traveller Sign up for our free holidays email",https://www.theguardian.com/global/2022/oct/12/sign-up-for-the-guardian-traveller-newsletter-our-free-holidays-email
" Feast newsletterOur free Guardian food email",https://www.theguardian.com/food/2019/jul/09/sign-up-for-the-feast-newsletter-our-free-guardian-food-email
"‘War knows no holidays’In search of Christmas in Donbas – photo essayAmid the frozen landscape of war-torn Donbas, photojournalist Albert Lores and Chistian-Zsolt Varga visited the Ukrainian soldiers near the Bakhmut frontline shortly before Christmas",https://www.theguardian.com/artanddesign/2023/dec/25/war-knows-no-holidays-in-search-of-christmas-in-donbas-photo-essay
"‘With the snow and the dark lines on the road, it screamed monochrome’Ivor Levin’s best phone picture……",https://www.theguardian.com/lifeandstyle/2023/dec/23/ivor-levin-best-phone-picture
